poultry,maize,wheat,grains,beef,cheese,pig,sugar,roots_x.1,soya,butter,roots_x,oils,roots_y,rice,roots_y.1,sheep,meat,carbs
19.040131472,28.9428519171,114.6756086,12.4926208862,47.7750342919,10.521011765,4.90245383195,34.9627950931,49.9020706464,0.289428519171,1.23461644075,29.5003901425,13.1361825734,7.19966735373,4.85516814447,13.9955218426,2.14851701396,73.8661366098,127.168229487
23.6077269616,3.77364678163,86.2192337427,9.35785200624,25.6551515959,8.7780085414,15.3240280888,47.7236825202,106.346997606,0.0,4.28257997763,63.1421561658,18.8831388548,5.93030464333,11.5247695599,11.0876820464,16.9095944471,81.4965010933,95.577085749
0.746181232776,0.0230714676032,19.3589610148,0.527215426521,0.90181402007,0.00907026773656,6.05735272543e-07,7.76583691376e-07,13.484249761,7.76583691376e-07,0.139751513441,11.0767500391,4.29141423697,1.62899192878,145.005268788,2.91442771914,0.761150055135,2.40914591372,19.8861764414
16.9784565009,24.4540049077,49.7675643221,1.66344997854,21.0668121341,2.29687535976,6.2865015543,47.8221525414,64.9309107379,2.05448222904e-05,0.419392047292,35.2958332768,18.5309437465,9.06393230825,47.9185375507,17.9843918685,0.672854576813,45.0046247661,51.4310143006
27.4069821924,54.8297069407,84.8022928366,18.5133859815,23.0060939898,9.94966179405,21.9015203188,44.1864715198,96.9193047907,15.6156267991,2.84060498584,60.0242788419,48.8294557812,8.32892007068,7.22772276137,16.5574911445,0.729625869098,73.0442223702,103.315678818
17.1142722031,4.29036188956,134.081752912,2.67233447351,14.7860017919,3.50041100404,8.74889893396,6.43554290585e-06,68.5627265413,6.43554290585e-06,0.702315275449,43.2831266834,10.1433697624,5.5073145596,9.93066825816,10.8196403013,0.81897047806,41.468143407,136.754087386
5.54937497396,4.25020557902,76.7803342609,5.65027793532,1.59593861231,0.154994928195,19.4829777947,4.74611418304,6.24116761792,4.70843880763,0.0621929507971,11.8519540886,6.50074780709,9.84940372797,87.2623549579,16.5996627343,1.10818129519,27.7364726762,82.4306121962
12.2396469842,29.4779154583,26.1210555873,1.47685293433,12.3552036749,1.39396063963,2.89522469506,2.44477582663e-06,110.853116871,0.21421142716,0.402944994971,57.3047492171,13.4392092139,11.4619397702,26.2510642423,22.8184089615,0.318592511806,27.808667866,27.5979085216
6.2294257451,3.64568589017,187.15745587,15.0700984037,3.26641728371,0.311090986676,0.0825588921366,3.17534204054e-06,37.320475076,3.17534204054e-06,1.00828823285,20.7284695618,13.8441205112,3.33745685282,1.73484099794,6.3142160318,5.54680321696,15.1252051379,202.227554274
5.24614579117,43.9623817819,172.797589612,3.71481742287,6.2077634737,5.42760121685,0.0381995937529,1.46921516067e-06,6.99989803017,0.0830063231443,2.15713962863,7.71411727801,11.2121896012,2.74276450766,33.5988755479,4.58882842239,1.22974659138,12.72185545,176.512407035
0.572688882883,30.5848382409,25.9490753475,57.247578227,2.93082839959,0.0625146743054,0.0141002944649,1.62695707172e-06,11.2522341056,0.191923259059,0.198841974656,5.67419408306,1.47972604734,7.60576372418,0.189867518574,14.6397897043,0.965264626511,4.48288220345,83.1966535745
15.5833720377,9.86335338982,111.722917716,9.38738155314,12.6773643895,16.63683655,32.7010742445,34.8641742761,91.8052295971,0.0,3.66522796581,55.6142301179,21.2467880026,9.68975109533,4.4720623735,18.4404007269,2.76965736634,63.731468038,121.110299269
0.968209419308,46.8180319664,10.2183677482,22.3388535424,1.57340570827,0.00850013515244,0.540976538318,5.51186364293e-06,1.48504972598,5.51186364293e-06,0.00887907312891,12.019062482,7.84853830919,50.5294864233,14.3879655378,96.6393263263,0.592831549674,3.67542321557,32.5572212906
1.02711859562,0.0242775357467,0.0319820165717,0.008701851034,2.49577148503,3.68028406667e-05,2.19863374647,0.0135665386757,0.00769923547233,1.1729e-08,6.08176433333e-06,1.24674517824,0.00914405556833,0.011415819899,0.027108696698,0.0214888060003,0.913120104198,6.63464393132,0.0406838676057
3.6145513792,25.3595228254,16.2877772078,3.24923414446e-06,1.40142115918,0.0276629969972,2.49118224798,4.64176311509e-07,3.59663600309,5.21374530198,0.054971326283,10.4034086352,15.0805478412,9.85827218722,150.728639713,16.161085461,0.464856233012,7.97201101937,16.287780457
0.583401225345,6.71133038648,54.5694571568,19.1239551384,1.53475480745,4.66869487242e-05,0.373242154645,9.54990926656e-08,48.9830301701,0.431481462573,1.31969127301,26.5629954114,6.28850131984,3.13066536795,76.5117934103,4.78646234362,0.592452499526,3.08385068697,73.6934122952
9.47738881118,0.531186258292,169.612486491,0.44222530539,3.72393020763,3.914530895,1.17908756127e-06,1.51165073637e-06,21.5664392302,0.224089330077,1.99108093278,13.3104530929,10.9841020968,4.47274814846,32.9744796487,8.84727862411,5.70086523255,18.9021854304,170.054711796
40.9187201263,0.001613954726,0.125525911797,0.00641942798567,12.3248015642,0.016968822143,1.45891522975,1.74536666667e-08,0.089532738979,1.74536666667e-08,0.00119912092633,0.0563702897793,0.0188198003693,0.00472877783533,0.014014944537,0.007885990471,1.30642695979,56.0088638801,0.131945339782
12.2502194245,16.782609688,42.2644394832,2.71056265419,8.02367292761,1.42231313676,13.1736302737,20.3365352308,42.4541749508,6.89264226719,0.744739073257,56.4722560658,16.0011467313,3.99319973598,68.3502256375,7.70498352702,0.613287820625,34.0608104465,44.9750021374
4.59289564013,5.5851195771e-06,142.68308917,17.0836091787,25.7947498256,1.18539780451,7.40558061297,5.58511963915e-06,240.989961893,0.161935594252,3.0474872442,121.905111247,4.11540878683,8.21605309504,10.0687122248,14.9286940089,12.6362848842,50.4295109629,159.766698349
8.14155160892,1.53468462531,43.9733435251,5.16914941292,5.86433756054,0.384736556455,14.0229078783,23.0158154374,30.0057345481,8.58391095515,0.0741620543204,40.7026980377,12.0046881305,1.60507132564,109.062891111,3.04174981007,0.257079920197,28.285876968,49.142492938
11.9784799745,156.359646755,35.6757373402,5.01205805506,8.76439914671,2.17798430187,7.74737752627,35.6884505084,29.5175605138,0.0,0.244406178535,20.0200845408,15.6970669677,1.78240371356,5.62747974588,2.63545456432,0.57511670085,29.0653733484,40.6877953953
1.75813897456,51.6855649144,9.10298332179,12.1364287521,0.684636147837,0.0192278407082,0.610304223215,5.8683099038e-06,4.27916852186,5.8683099038e-06,0.0819935733561,2.80241033313,4.96139467728,33.4651441483,7.80051967012,64.020810899,0.974024778572,4.02710412418,21.2394120739
29.4225722641,1.86282752503,39.4202537725,0.0330143086054,3.22814442883,0.122357074182,10.8299719444,4.45499348864e-06,2.13553462577,4.45499348864e-06,0.485144266019,27.3911282064,12.338043955,2.53687630835,85.0226692874,4.97007806503,0.463542249293,43.9442308866,39.4532680811
1.39244691765,49.8058799555,9.17328984813,87.4032060596,1.71126024905,0.0693697661181,0.913798983204,8.51221507812e-07,1.48982290704,0.802643635929,0.0982963801819,3.74625014007,10.0980623321,36.1375603042,18.0788487693,66.1331555378,1.6867385193,5.7042446692,96.5764959077
19.1368743015,7.09519891578,21.8168981421,26.6636029646,24.4647107688,12.4448024754,12.3575667439,54.903503556,81.564055243,4.97210122569e-05,8.65408969237,52.1695014002,13.5889639992,9.27747010128,5.35021233137,17.7464997028,30.0146804418,85.973832256,48.4805011067
2.16173648096,7.14492157757,133.318414729,2.13485998884,4.72404421973,0.000999588732654,5.87295757589e-07,7.52943287326e-07,115.281957099,0.00377713840902,3.30766828334,58.8678813309,12.7630259509,1.50449698413,16.932759958,2.23080529753,4.6940465648,11.5798278528,135.453274718
12.2020377714,9.05353017069,51.3995740043,4.93421334291,3.33014851745,0.318998931736,2.57619078466,3.81211261923e-06,33.6119485877,0.00506009685729,0.140469467305,26.6638722003,5.68739209062,9.49506288655,40.1850735294,18.9208925131,0.98177601455,19.090153088,56.3337873472
