poultry,maize,wheat,grains,beef,cheese,pig,sugar,roots_x.1,soya,butter,roots_x,oils,roots_y,rice,roots_y.1,sheep,meat,carbs
31.0285048656,29.8005019134,116.005454984,15.8042233206,44.3560479187,11.4366351716,6.17625976559,39.9649982714,33.0305337059,2.45108635502,0.783758333761,19.7457917511,18.7459303018,4.98473103605,7.92739504759,9.34300588426,1.05313206128,82.6139446111,131.809678305
34.7932988185,3.44619127369,72.6488798401,12.4096005034,24.011323883,11.3265296999,19.7695326186,48.1705392033,107.574288968,0.0,3.56611163645,67.1624847654,19.3843669989,6.203539983,10.0922922771,12.0983011937,10.0887792389,88.662934559,85.0584803435
1.1561230551,3.32450371064,21.320483519,0.335907534474,0.907366109656,0.00745424522119,4.68273321245e-07,9.36682340569,18.0159285853,0.221494793343,0.162320561196,18.1245774342,8.87561685492,4.06971023859,172.108400003,7.89719393898,1.09735613993,3.16084577296,21.6563910535
36.7534970345,23.2168002413,51.4323889081,2.6676666682,25.5969105598,3.20973367322,10.3182046277,60.5193766452,63.3185472269,0.0,0.401706085344,35.6150104947,23.740698921,8.47669096242,41.6836505668,16.7450783595,0.399983730464,73.0685959525,54.1000555763
33.2880166847,47.4714662497,82.6777210283,7.85359340241,20.6980304948,11.644077685,18.1543089877,36.5517198502,92.1116902803,13.3458321898,2.65245431867,57.3021747765,25.8334847297,7.5185475836,10.9854828862,14.9705528613,0.997475409405,73.1378315767,90.5313144307
28.3728641983,16.8741418002,116.319334735,2.1979331622,14.9149266938,3.78305966655,17.6746390009,42.5953265402,65.1493411093,5.347921738e-06,1.02513861548,40.1533245411,21.1113022301,5.72134853466,11.5338921388,11.0148831788,0.558534001491,61.5209638945,118.517267897
10.7946336876,7.12252099051,65.2273332528,3.27651835274,3.30751719434,0.221190370791,28.5516161863,10.2548188451,23.0247056619,6.64457550724,0.0936984932387,27.602906884,19.4064968423,9.92555282409,77.7921159255,15.6193655964,2.57941871569,45.2331857839,68.5038516055
20.6820601979,41.2155837917,28.4812104544,1.58561597285,11.4845853796,1.23238426349,3.307873711,33.8337417856,123.558229548,0.0864407424501,0.441222286501,64.5668835238,17.2420664128,9.93603786624,32.8827490508,19.8424775733,0.219636029156,35.6941553177,30.0668264272
6.75851920162,3.65220353515,209.374043135,16.094222258,3.97934751232,0.576520978646,0.066084381662,34.6718816813,63.2827905087,0.0226641316922,0.373744901539,33.910698737,16.6445216334,6.52715490147,2.4063110403,12.6984583986,5.23210572213,16.0360568177,225.468265393
9.02460705289,44.7309160857,188.414518529,3.30124260451,9.05367129982,6.50199607388,0.0731993438986,33.2691325443,19.1006615888,0.021618658964,1.99085548574,18.9152702177,19.4928465529,4.26600673207,39.9978755886,7.53815385869,1.55425664179,19.7057343384,191.715761133
